"","date","max_temperature","avg_hourly_temperature","avg_temperature","min_temperature","max_humidex","min_windchill","max_relative_humidity","avg_hourly_relative_humidity","avg_relative_humidity","min_relative_humidity","max_dew_point","avg_hourly_dew_point","avg_dew_point","min_dew_point","max_wind_speed","avg_hourly_wind_speed","avg_wind_speed","min_wind_speed","max_wind_gust","wind_gust_dir_10s","max_pressure_sea","avg_hourly_pressure_sea","avg_pressure_sea","min_pressure_sea","max_pressure_station","avg_hourly_pressure_station","avg_pressure_station","min_pressure_station","max_visibility","avg_hourly_visibility","avg_visibility","min_visibility","max_health_index","avg_hourly_health_index","avg_health_index","min_health_index","heatdegdays","cooldegdays","growdegdays_5","growdegdays_7","growdegdays_10","precipitation","rain","snow","snow_on_ground","sunrise","sunset","daylight","sunrise_f","sunset_f","min_uv_forecast","max_uv_forecast","min_high_temperature_forecast","max_high_temperature_forecast","min_low_temperature_forecast","max_low_temperature_forecast","solar_radiation","max_cloud_cover_4","avg_hourly_cloud_cover_4","avg_cloud_cover_4","min_cloud_cover_4","max_cloud_cover_8","avg_hourly_cloud_cover_8","avg_cloud_cover_8","min_cloud_cover_8","max_cloud_cover_10","avg_hourly_cloud_cover_10","avg_cloud_cover_10","min_cloud_cover_10"
"172","2021-07-29",25.8,20.97,20.65,15.5,30,NA,84,70,68,52,17.9,15.2,15.3,12.7,14,10.04,9,4,NA,NA,101.92,101.7,101.68,101.44,101.89,101.66,101.64,101.4,48300,41245.8,40250,32200,3.8,2.3,2.5,1.3,0,2.6,15.7,13.7,10.7,0,0,0,NA,"05:41:00","20:57:00",15.27,5.68,20.95,8,8,26,27,15,16,NA,NA,NA,NA,NA,2,0.7,1,0,NA,NA,NA,NA
"173","2021-07-28",26.5,20.5,20.35,14.2,30,NA,86,63,64,42,16.2,12.9,13.9,11.6,17,10,10.5,4,NA,NA,102.05,101.87,101.85,101.65,102.03,101.84,101.83,101.62,48300,41583.3,40250,32200,3.5,2.3,2.4,1.3,0,2.4,15.3,13.3,10.3,0,0,0,NA,"05:39:00","20:59:00",15.33,5.65,20.98,8,8,26,26,15,15,NA,NA,NA,NA,NA,6,1.6,3,0,NA,NA,NA,NA
"174","2021-07-27",24.4,19.82,19.45,14.5,29,NA,91,74.1,74.5,58,17,15,14.8,12.6,17,12.17,11,5,NA,NA,101.81,101.67,101.63,101.46,101.78,101.63,101.61,101.43,40200,37866.7,36200,32200,2.8,1.8,1.9,1,0,1.4,14.4,12.4,9.4,0,0,0,NA,"05:38:00","21:00:00",15.37,5.63,21,8,8,24,24,14,15,NA,NA,NA,NA,NA,7,2.9,3.5,0,NA,NA,NA,NA
"175","2021-07-26",25.8,19.62,19.7,13.6,31,NA,94,71.1,72,50,17.7,14,14.9,12.2,21,12.67,12.5,4,32,20,101.62,101.49,101.47,101.32,101.6,101.46,101.44,101.28,40200,37533.3,36200,32200,2.7,1.7,1.8,1,0,1.7,14.7,12.7,9.7,0,0,0,NA,"05:37:00","21:01:00",15.4,5.62,21.02,8,8,25,25,15,15,NA,NA,NA,NA,NA,6,2.6,3,0,NA,NA,NA,NA
"176","2021-07-25",25.1,19.82,19.89,14.7,30,NA,87,71.7,73,59,18.1,14.5,15.2,12.4,18,12.79,11,4,28,22,101.84,101.67,101.66,101.48,101.82,101.64,101.63,101.44,48300,43262.5,40250,32200,2.7,1.8,1.8,1,0,1.9,14.9,12.9,9.9,0,0,0,NA,"05:36:00","21:03:00",15.45,5.6,21.05,8,8,25,25,15,15,NA,NA,NA,NA,NA,2,0.6,1,0,NA,NA,NA,NA
"177","2021-07-24",25.1,20.53,19.7,14.3,28,NA,82,63.2,63,44,16.3,13.2,12.4,8.5,16,9.04,8.5,1,NA,NA,102.26,102.02,101.97,101.68,102.23,101.99,101.94,101.65,48300,40570.8,36200,24100,3,2,2.1,1.2,0,1.7,14.7,12.7,9.7,0,0,0,NA,"05:34:00","21:04:00",15.5,5.57,21.07,8,8,24,24,15,15,NA,NA,NA,NA,NA,2,0.7,1,0,NA,NA,NA,NA
"178","2021-07-23",24.3,18.99,19.85,15.4,26,NA,77,61,58,39,13.9,11.1,11.1,8.3,23,13.33,12.5,2,37,19,102.48,102.3,102.28,102.08,102.45,102.27,102.25,102.05,48300,38891.7,36200,24100,2.5,1.7,1.8,1.1,0,1.8,14.8,12.8,9.8,0,0,0,NA,"05:33:00","21:05:00",15.53,5.55,21.08,8,8,23,23,15,15,NA,NA,NA,NA,NA,8,4.8,4.5,1,NA,NA,NA,NA
"179","2021-07-22",21.7,17.79,17.25,12.8,NA,NA,80,63.5,63.5,47,12.6,10.7,10.4,8.2,18,11.33,10.5,3,28,24,102.19,102.08,102.08,101.97,102.17,102.05,102.06,101.94,48300,40912.5,36200,24100,2.1,1.6,1.6,1,0.8,0,12.2,10.2,7.2,0,0,0,NA,"05:32:00","21:06:00",15.57,5.53,21.1,7,7,22,22,15,16,NA,NA,NA,NA,NA,8,4.5,5,2,NA,NA,NA,NA
"180","2021-07-21",21.9,17.3,17.54,13.2,NA,NA,81,63.7,61,41,12.8,10.1,10.3,7.8,22,14.79,16,10,41,21,101.98,101.89,101.85,101.71,101.94,101.86,101.81,101.68,48300,41245.8,40250,32200,2,1.5,1.6,1.1,0.5,0,12.5,10.5,7.5,0,0,0,NA,"05:31:00","21:07:00",15.6,5.52,21.12,5,6,21,22,14,14,NA,NA,NA,NA,NA,8,4.2,4,0,NA,NA,NA,NA
"181","2021-07-20",23.8,18.81,19.35,14.9,25,NA,87,64.3,65,43,12.9,11.6,11.1,9.2,27,20.62,19.5,12,38,15,102.07,101.88,101.88,101.69,102.04,101.85,101.85,101.66,40200,37200,36200,32200,3,1.5,2,1,0,1.4,14.3,12.3,9.3,0,0,0,NA,"05:29:00","21:08:00",15.65,5.48,21.13,7,7,23,24,14,15,NA,NA,NA,NA,NA,7,3.4,3.5,0,NA,NA,NA,NA
"182","2021-07-19",26.7,19.98,20.3,13.9,28,NA,96,66.6,64,32,15.7,13,11.8,8,20,13.75,11,2,37,16,101.97,101.82,101.81,101.65,101.94,101.79,101.78,101.62,40200,37866.7,36200,32200,2.6,1.8,1.8,1,0,2.3,15.3,13.3,10.3,0,0,0,NA,"05:28:00","21:09:00",15.68,5.47,21.15,7,8,24,24,16,16,NA,NA,NA,NA,NA,5,2,2.5,0,NA,NA,NA,NA
"183","2021-07-18",23.1,18.12,17.95,12.8,26,NA,98,72.6,75,52,16.7,12.9,13.5,10.3,21,11.25,12,3,34,19,102.13,101.99,101.99,101.86,102.1,101.96,101.96,101.82,40200,35512.5,32150,24100,2.4,1.6,1.7,1,0.1,0,12.9,10.9,8,0,0,0,NA,"05:27:00","21:11:00",15.73,5.45,21.18,8,8,22,22,14,14,NA,NA,NA,NA,NA,8,3.5,4,0,NA,NA,NA,NA
"184","2021-07-17",24.3,18.72,19.55,14.8,25,NA,85,68.8,64,43,13.9,12.6,12.1,10.2,19,12.58,11.5,4,39,20,101.92,101.8,101.77,101.63,101.9,101.77,101.76,101.61,40200,32166.7,32150,24100,2.1,1.4,1.6,1,0,1.6,14.6,12.6,9.6,0,0,0,NA,"05:26:00","21:11:00",15.75,5.43,21.18,7,7,23,23,14,14,NA,NA,NA,NA,NA,8,6,5,2,NA,NA,NA,NA
"185","2021-07-16",21.6,16.63,17.14,12.7,NA,NA,87,72.9,73.5,60,12.9,11.7,11.8,10.8,26,18.75,16.5,7,37,13,101.7,101.62,101.6,101.5,101.68,101.6,101.58,101.48,48300,37216.7,36200,24100,1.5,1.2,1.2,1,0.9,0,12.1,10.1,7.1,0,0,0,NA,"05:25:00","21:12:00",15.78,5.42,21.2,7,7,20,20,15,15,NA,NA,NA,NA,NA,8,6.7,5.5,3,NA,NA,NA,NA
"186","2021-07-15",21.5,16.84,17.14,12.8,NA,NA,90,71.6,71.5,53,13,11.4,11.7,10.3,27,21.25,20.5,14,41,13,101.67,101.54,101.54,101.41,101.65,101.52,101.51,101.38,48300,35195.8,36200,24100,2.2,1.5,1.6,1.1,0.9,0,12.1,10.1,7.1,0,0,0,NA,"05:24:00","21:13:00",15.82,5.4,21.22,8,9,22,22,15,16,NA,NA,NA,NA,NA,8,3.8,4,0,NA,NA,NA,NA
"187","2021-07-14",24.7,18.76,19.14,13.6,27,NA,92,70.2,69.5,47,15,13,13.2,11.4,21,15.96,15,9,NA,NA,101.67,101.5,101.49,101.3,101.64,101.48,101.45,101.27,32200,31187.5,28150,24100,3,1.9,2.1,1.2,0,1.1,14.1,12.1,9.1,0,0,0,NA,"05:23:00","21:14:00",15.85,5.38,21.23,8,8,24,24,14,15,NA,NA,NA,NA,NA,7,1.9,3.5,0,NA,NA,NA,NA
"188","2021-07-13",24.7,19.45,19.25,13.8,29,NA,86,70.1,69.5,53,17.1,13.8,14.3,11.6,19,13.67,13,7,27,21,101.82,101.64,101.62,101.41,101.8,101.61,101.59,101.38,40200,35200,36200,32200,2.9,2,2.1,1.3,0,1.2,14.2,12.2,9.2,0,0,0,NA,"05:22:00","21:15:00",15.88,5.37,21.25,8,8,23,24,15,15,NA,NA,NA,NA,NA,4,1.5,2,0,NA,NA,NA,NA
"189","2021-07-12",23.3,19.4,18.64,14,29,NA,90,74.2,74.5,59,17.6,14.6,14.8,12.1,18,11.96,11,4,NA,NA,101.82,101.69,101.67,101.53,101.8,101.66,101.65,101.5,40200,37533.3,36200,32200,2.9,1.8,2,1.1,0,0.6,13.6,11.6,8.6,0,0,0,NA,"05:21:00","21:16:00",15.92,5.35,21.27,7,7,24,24,14,15,NA,NA,NA,NA,NA,7,2,3.5,0,NA,NA,NA,NA
"190","2021-07-11",23.4,18.28,18.45,13.5,27,NA,90,75.1,75.5,61,16.7,13.7,14.2,11.8,21,12.29,12.5,4,NA,NA,102.11,101.92,101.88,101.65,102.09,101.89,101.86,101.62,40200,37200,36200,32200,2.7,1.8,1.9,1.1,0,0.4,13.4,11.4,8.4,0,0,0,NA,"05:20:00","21:17:00",15.95,5.33,21.28,8,8,24,24,15,15,NA,NA,NA,NA,NA,4,1.2,2,0,NA,NA,NA,NA
"191","2021-07-10",25.2,19.33,19.55,13.9,29,NA,91,71.3,71.5,52,17.1,13.8,14.5,11.9,20,13.67,13.5,7,31,21,102.14,101.97,101.95,101.77,102.12,101.94,101.94,101.75,40200,35850,32150,24100,2.8,1.9,2,1.1,0,1.6,14.6,12.6,9.6,0,0,0,NA,"05:19:00","21:17:00",15.97,5.32,21.28,8,8,24,24,16,16,NA,NA,NA,NA,NA,5,2.1,2.5,0,NA,NA,NA,NA
"192","2021-07-09",24,19.54,20.1,16.2,27,NA,84,71,69.5,55,17,14.1,14.6,12.1,17,10.71,10,3,35,20,102.05,101.84,101.84,101.63,102.03,101.82,101.81,101.59,48300,38550,36200,24100,3.3,2.1,2.3,1.3,0,2.1,15.1,13.1,10.1,0,0,0,NA,"05:18:00","21:18:00",16,5.3,21.3,8,8,23,24,16,16,NA,NA,NA,NA,NA,8,3.9,4,0,NA,NA,NA,NA
"193","2021-07-08",21.8,17.73,17.95,14.1,NA,NA,87,72.2,72,57,14,12.6,12.8,11.7,21,14.54,13,5,38,19,101.75,101.63,101.65,101.55,101.72,101.61,101.62,101.52,48300,33187.5,36200,24100,2.3,1.6,1.7,1.1,0.1,0,12.9,10.9,8,0,0,0,NA,"05:17:00","21:19:00",16.03,5.28,21.32,6,7,22,23,16,16,NA,NA,NA,NA,NA,8,6.5,5.5,3,NA,NA,NA,NA
"194","2021-07-07",21.9,17.77,18.35,14.8,25,NA,93,75.5,75.5,58,14.9,13.3,13.6,12.2,35,22.54,21.5,8,42,12,101.59,101.44,101.38,101.18,101.57,101.42,101.36,101.15,48300,35212.5,36200,24100,2.4,1.6,1.8,1.1,0,0.4,13.3,11.3,8.3,0,0,0,NA,"05:16:00","21:19:00",16.05,5.27,21.32,7,7,22,22,16,16,NA,NA,NA,NA,NA,8,4.9,4.5,1,NA,NA,NA,NA
"195","2021-07-06",22.7,19.46,18.1,13.5,28,NA,87,76.1,74,61,17.6,15.1,14.9,12.3,16,10.04,9.5,3,NA,NA,101.78,101.52,101.47,101.16,101.76,101.5,101.45,101.14,40200,33533.3,36200,32200,3.5,1.9,2.2,1,0,0.1,13.1,11.1,8.1,0,0,0,NA,"05:15:00","21:20:00",16.08,5.25,21.33,8,9,24,24,15,15,NA,NA,NA,NA,NA,6,2.6,3,0,NA,NA,NA,NA
"196","2021-07-05",24,19.77,19.75,15.5,28,NA,84,69.9,69.5,55,16.4,14.1,14.6,12.8,21,14.54,13.5,6,NA,NA,101.75,101.64,101.6,101.44,101.73,101.62,101.57,101.41,40200,32866.7,36200,32200,2.6,1.9,2,1.3,0,1.8,14.8,12.8,9.8,0,0,0,NA,"05:14:00","21:20:00",16.1,5.23,21.33,9,9,25,25,16,16,NA,NA,NA,NA,NA,8,3,4,0,NA,NA,NA,NA
"197","2021-07-04",24.5,20.05,20.35,16.2,27,NA,87,69.6,64.5,42,16.2,14.2,13.5,10.8,25,15.5,14.5,4,33,29,101.52,101.42,101.42,101.33,101.5,101.4,101.4,101.3,40200,34845.8,32150,24100,2.5,1.8,1.8,1,0,2.4,15.3,13.3,10.3,0,0,0,NA,"05:13:00","21:21:00",16.13,5.22,21.35,9,9,24,24,15,17,NA,NA,NA,NA,NA,7,3.2,3.5,0,NA,NA,NA,NA
"198","2021-07-03",22.6,19.34,19.6,16.6,26,NA,92,76.3,76,60,16.5,15,15.4,14.3,26,16.21,14,2,35,29,101.55,101.44,101.42,101.29,101.54,101.42,101.4,101.26,48300,37550,36200,24100,2.5,1.7,1.8,1.1,0,1.6,14.6,12.6,9.6,0,0,0,NA,"05:13:00","21:21:00",16.13,5.22,21.35,8,8,23,23,15,16,NA,NA,NA,NA,NA,7,2,3.5,0,NA,NA,NA,NA
"199","2021-07-02",22.6,19.41,19.6,16.6,27,NA,91,74.4,76,61,15.9,14.7,14.7,13.4,28,14,15,2,35,30,101.67,101.56,101.56,101.45,101.65,101.53,101.53,101.41,48300,31512.5,36200,24100,2.5,1.8,1.9,1.3,0,1.6,14.6,12.6,9.6,0,0,0,NA,"05:12:00","21:21:00",16.15,5.2,21.35,9,9,24,24,16,16,NA,NA,NA,NA,NA,7,3.5,4,1,NA,NA,NA,NA
"200","2021-07-01",23.6,19.51,20.6,17.6,25,NA,80,72.9,72.5,65,16.1,14.6,14.8,13.4,28,13.58,14.5,1,36,11,101.54,101.43,101.42,101.29,101.52,101.41,101.39,101.27,32200,28487.5,28150,24100,2.2,1.4,1.6,1,0,2.6,15.6,13.6,10.6,0,0,0,NA,"05:11:00","21:22:00",16.18,5.18,21.37,8,8,24,24,17,17,NA,NA,NA,NA,NA,8,6.2,5,2,NA,NA,NA,NA
"201","2021-06-30",24.2,21.05,20.95,17.7,27,NA,80,65.3,67.5,55,14.9,14.3,13.8,12.8,30,21,21.5,13,42,11,101.25,101.04,101.01,100.78,101.23,101.02,101,100.76,32200,29837.5,28150,24100,2.2,1.5,1.7,1.2,0,3,15.9,13.9,10.9,0,0,0,NA,"05:11:00","21:22:00",16.18,5.18,21.37,9,9,26,26,17,18,NA,NA,NA,NA,NA,6,2,3,0,NA,NA,NA,NA
"202","2021-06-29",32.4,25.04,26.4,20.4,39,NA,84,61.8,64.5,45,20.6,17,17.4,14.1,27,14.5,15.5,4,35,10,100.79,100.58,100.6,100.41,100.77,100.56,100.58,100.39,24100,21433.3,20100,16100,5.1,3,3.3,1.5,0,8.4,21.4,19.4,16.4,0,0,0,NA,"05:10:00","21:22:00",16.2,5.17,21.37,9,9,30,30,20,20,NA,NA,NA,NA,NA,1,0.1,0.5,0,NA,NA,NA,NA
"203","2021-06-28",31.7,26.36,26,20.3,40,NA,84,62.1,66.5,49,21.1,18.4,18.2,15.3,26,14.12,14,2,33,30,100.95,100.71,100.66,100.38,100.93,100.69,100.64,100.36,40200,30495.8,32150,24100,8.3,3.6,5.2,2,0,8,21,19,16,0,0,0,NA,"05:10:00","21:22:00",16.2,5.17,21.37,9,9,34,34,24,24,NA,NA,NA,NA,NA,1,0.1,0.5,0,NA,NA,NA,NA
"204","2021-06-27",31.1,25.55,25.25,19.4,38,NA,85,64.3,68.5,52,20.4,18.2,18.4,16.3,25,15.42,13.5,2,31,29,101.43,101.15,101.09,100.75,101.41,101.13,101.07,100.73,40200,37866.7,36200,32200,6.3,3,3.8,1.3,0,7.2,20.2,18.2,15.2,0,0,0,NA,"05:09:00","21:22:00",16.22,5.15,21.37,9,11,33,33,21,21,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"205","2021-06-26",32.3,24.24,24.9,17.5,38,NA,90,70.3,69,48,20.7,18.2,18.4,16.2,16,9.71,9.5,3,NA,NA,101.68,101.49,101.47,101.25,101.66,101.46,101.44,101.22,40200,36183.3,32150,24100,5.2,2.4,3.1,1,0,6.9,19.9,17.9,14.9,0,0,0,NA,"05:09:00","21:22:00",16.22,5.15,21.37,9,9,30,30,20,20,NA,NA,NA,NA,NA,1,0.3,0.5,0,NA,NA,NA,NA
"206","2021-06-25",25.6,21.63,21.8,18,31,NA,93,75.4,76.5,60,17.7,16.9,17,16.3,29,19.62,16.5,4,36,30,101.84,101.63,101.57,101.3,101.81,101.6,101.54,101.28,48300,40908.3,36200,24100,3.1,1.7,2,1,0,3.8,16.8,14.8,11.8,0,0,0,NA,"05:08:00","21:22:00",16.23,5.13,21.37,9,9,27,27,20,20,NA,NA,NA,NA,NA,7,1.7,3.5,0,NA,NA,NA,NA
"207","2021-06-24",23.6,19.49,18.95,14.3,28,NA,92,77.8,79.5,67,17.3,15.5,15.1,12.9,22,14.54,13.5,5,31,29,101.8,101.67,101.66,101.51,101.77,101.65,101.63,101.49,48300,43600,40250,32200,3.2,1.9,2.1,1,0,0.9,13.9,11.9,8.9,0,0,0,NA,"05:08:00","21:22:00",16.23,5.13,21.37,9,9,23,23,17,17,NA,NA,NA,NA,NA,8,4.2,4,0,NA,NA,NA,NA
"208","2021-06-23",22.1,18.06,17.7,13.3,26,NA,90,74.4,73,56,15.6,13.4,13.7,11.8,26,14.25,17.5,9,37,19,101.49,101.27,101.2,100.92,101.47,101.25,101.19,100.9,48300,42258.3,40250,32200,2.4,1.6,1.7,1,0.3,0,12.7,10.7,7.7,0,0,0,NA,"05:08:00","21:22:00",16.23,5.13,21.37,8,8,22,22,15,16,NA,NA,NA,NA,NA,8,3.8,4,0,NA,NA,NA,NA
"209","2021-06-22",22.9,19.48,18.85,14.8,27,NA,94,79,79,64,17.4,15.7,15.5,13.6,19,12.17,11,3,35,19,101.03,100.92,100.9,100.77,101.01,100.9,100.88,100.75,40200,37866.7,36200,32200,2.4,1.7,1.8,1.1,0,0.9,13.8,11.8,8.8,0,0,0,NA,"05:07:00","21:22:00",16.25,5.12,21.37,8,8,24,24,15,15,NA,NA,NA,NA,NA,3,1,1.5,0,NA,NA,NA,NA
"210","2021-06-21",23.8,19.94,19.45,15.1,28,NA,94,77.9,77.5,61,17,15.9,14.9,12.9,27,15.46,15.5,4,32,29,101.32,101.13,101.08,100.83,101.3,101.11,101.05,100.8,48300,39541.7,40250,32200,3.4,1.9,2.2,1,0,1.4,14.4,12.4,9.4,0,0,0,NA,"05:07:00","21:22:00",16.25,5.12,21.37,9,9,25,25,16,16,NA,NA,NA,NA,NA,8,2.8,4,0,NA,NA,NA,NA
"211","2021-06-20",23.8,18.59,18.05,12.3,28,NA,95,79.4,80.5,66,17.2,15,14.2,11.1,30,17.12,16,2,37,31,101.82,101.61,101.55,101.28,101.8,101.58,101.53,101.25,48300,38113,36200,24100,2.4,1.7,1.7,1,0,0.1,13.1,11.1,8.1,0,0,0,NA,"05:07:00","21:22:00",16.25,5.12,21.37,9,9,24,24,16,16,NA,NA,NA,NA,NA,7,3.8,4,1,NA,NA,NA,NA
"212","2021-06-19",20.8,16.22,16.64,12.5,NA,NA,92,78.3,75,58,14.4,12.3,12.9,11.4,22,13.5,11.5,1,31,21,101.86,101.77,101.76,101.65,101.84,101.75,101.73,101.62,32200,28487.5,28150,24100,2.4,1.8,1.7,1,1.4,0,11.6,9.6,6.6,0,0,0,NA,"05:07:00","21:21:00",16.23,5.12,21.35,7,7,21,22,14,14,NA,NA,NA,NA,NA,8,5.5,4.5,1,NA,NA,NA,NA
"213","2021-06-18",19.2,16.55,14.6,10,NA,NA,84,76,77,70,14.3,12.3,11.7,9.1,16,9.58,9,2,NA,NA,101.96,101.84,101.84,101.72,101.94,101.82,101.82,101.69,32200,29837.5,28150,24100,2.6,1.9,1.9,1.2,3.4,0,9.6,7.6,4.6,0,0,0,NA,"05:07:00","21:21:00",16.23,5.12,21.35,8,8,22,22,14,14,NA,NA,NA,NA,NA,8,5.8,5,2,NA,NA,NA,NA
"214","2021-06-17",23.2,17.52,16.64,10.1,25,NA,85,65.2,63,41,13.8,10.6,11.1,8.4,18,10.5,10.5,3,37,19,102.25,102.09,102.04,101.84,102.24,102.07,102.02,101.81,40200,33170.8,32150,24100,2.9,1.9,2,1,1.4,0,11.6,9.6,6.6,0,0,0,NA,"05:07:00","21:21:00",16.23,5.12,21.35,7,7,21,21,12,12,NA,NA,NA,NA,NA,8,3.2,4,0,NA,NA,NA,NA
"215","2021-06-16",20.9,16.46,16.39,11.9,NA,NA,87,68.8,67.5,48,12.1,10.5,10,7.9,18,11.83,11,4,29,25,102.84,102.61,102.54,102.24,102.82,102.58,102.52,102.22,48300,36220.8,36200,24100,2.6,1.8,1.8,1,1.6,0,11.4,9.4,6.4,0,0,0,NA,"05:06:00","21:20:00",16.23,5.1,21.33,8,8,21,21,11,11,NA,NA,NA,NA,NA,8,4.7,4.5,1,NA,NA,NA,NA
"216","2021-06-15",20.3,15.68,16.5,12.7,NA,NA,95,77.1,75,55,12.7,11.5,11.2,9.6,19,12.54,12,5,38,20,102.6,102.06,102.13,101.66,102.57,102.04,102.1,101.63,32200,29669.6,25750,19300,2.1,1.6,1.6,1,1.5,0,11.5,9.5,6.5,2.6,2.6,0,NA,"05:07:00","21:20:00",16.22,5.12,21.33,7,7,18,18,11,12,NA,NA,NA,NA,NA,8,6.9,5.5,3,NA,NA,NA,NA
"217","2021-06-14",20.1,16.15,17.14,14.2,NA,NA,97,85.7,81.5,66,15.7,13.6,13.7,11.6,21,10.5,13,5,32,10,101.7,101.52,101.47,101.24,101.68,101.5,101.45,101.22,32200,27954.2,24150,16100,2.2,1.5,1.6,1,0.9,0,12.1,10.1,7.1,1.6,1.6,0,NA,"05:07:00","21:19:00",16.2,5.12,21.32,3,6,17,18,12,13,NA,NA,NA,NA,NA,8,7,5.5,3,NA,NA,NA,NA
"218","2021-06-13",18.4,15.8,16.2,14,NA,NA,99,93,90.5,82,16.5,14.6,14.7,12.8,22,11.71,12,2,33,10,101.29,101.13,101.08,100.87,101.27,101.11,101.06,100.86,32200,21037.5,22550,12900,2,1.6,1.5,1,1.8,0,11.2,9.2,6.2,12.5,12.5,0,NA,"05:07:00","21:19:00",16.2,5.12,21.32,5,6,18,18,14,14,NA,NA,NA,NA,NA,8,8,8,8,NA,NA,NA,NA
"219","2021-06-12",21.3,15.62,16.55,11.8,NA,NA,91,77.3,70.5,50,13.8,11.5,11.8,9.7,21,14.29,13.5,6,34,13,101.69,101.37,101.31,100.93,101.67,101.35,101.29,100.91,40200,35512.5,32150,24100,3,1.6,2,1,1.4,0,11.6,9.6,6.5,0.6,0.6,0,NA,"05:07:00","21:18:00",16.18,5.12,21.3,6,6,20,20,14,14,NA,NA,NA,NA,NA,8,7.3,6.5,5,NA,NA,NA,NA
"220","2021-06-11",17.6,13.72,13.95,10.3,NA,NA,89,69.1,66.5,44,10.8,7.9,7.8,4.9,36,17.38,21,6,55,13,101.69,101.33,101.43,101.16,101.67,101.31,101.4,101.14,48300,33854.2,36200,24100,2.3,1.7,1.8,1.2,4,0,8.9,7,4,6.3,6.3,0,NA,"05:07:00","21:17:00",16.17,5.12,21.28,5,5,16,18,12,12,NA,NA,NA,NA,NA,8,8,7.5,7,NA,NA,NA,NA
"221","2021-06-10",22.2,14.72,15.7,9.2,NA,NA,81,58.3,55,29,8,6.1,6,3.9,26,12.25,14.5,3,34,20,102.04,101.93,101.9,101.76,102.01,101.91,101.88,101.74,48300,35875,36200,24100,2.1,1.7,1.6,1,2.3,0,10.7,8.7,5.7,0,0,0,NA,"05:07:00","21:17:00",16.17,5.12,21.28,7,7,19,19,11,11,NA,NA,NA,NA,NA,8,6.2,5,2,NA,NA,NA,NA
"222","2021-06-09",17.9,14,14.35,10.8,NA,NA,86,68.4,66,46,9.9,8,7.2,4.5,21,12.88,12,3,39,19,101.99,101.89,101.86,101.72,101.96,101.86,101.83,101.7,48300,37554.2,36200,24100,2.3,1.9,1.8,1.2,3.6,0,9.3,7.3,4.3,1.2,1.2,0,NA,"05:08:00","21:16:00",16.13,5.13,21.27,7,7,18,18,10,10,NA,NA,NA,NA,NA,8,5.1,4.5,1,NA,NA,NA,NA
"223","2021-06-08",17.5,13.04,11.7,5.9,NA,NA,86,70,67,48,9.8,7.6,7.2,4.7,17,8.62,9.5,2,36,19,101.71,101.5,101.54,101.38,101.69,101.48,101.53,101.36,40200,38200,36200,32200,2.6,1.9,1.8,1,6.3,0,6.7,4.7,1.7,0,0,0,NA,"05:08:00","21:15:00",16.12,5.13,21.25,7,7,17,17,10,10,NA,NA,NA,NA,NA,8,4.1,4.5,1,NA,NA,NA,NA
"224","2021-06-07",15.6,11.68,11.95,8.3,NA,NA,93,73.4,71.5,50,9.2,6.8,7.1,5,22,12.62,13,4,37,19,101.45,101.32,101.24,101.04,101.43,101.3,101.22,101.02,40200,34450,29750,19300,2.4,1.8,1.8,1.1,6,0,7,5,2,5.2,5.2,0,NA,"05:08:00","21:15:00",16.12,5.13,21.25,5,6,15,16,9,10,NA,NA,NA,NA,NA,8,5.5,4.5,1,NA,NA,NA,NA
"225","2021-06-06",12.9,10.93,11.1,9.3,NA,NA,91,76.7,75,59,8.7,6.9,6.7,4.7,24,17.29,15,6,39,24,101.61,101.29,101.31,101,101.59,101.27,101.28,100.98,32200,28829.2,24150,16100,1.9,1.7,1.6,1.3,6.9,0,6.1,4.1,1.1,5,5,0,NA,"05:09:00","21:14:00",16.08,5.15,21.23,4,5,15,15,9,10,NA,NA,NA,NA,NA,8,7.7,7,6,NA,NA,NA,NA
"226","2021-06-05",18.2,13.73,14.25,10.3,NA,NA,96,71.2,75.5,55,10.7,8.4,7.7,4.6,30,16.29,17.5,5,38,21,101.59,101.33,101.36,101.14,101.57,101.31,101.35,101.12,48300,36541.7,36200,24100,2.1,1.7,1.6,1.2,3.8,0,9.2,7.2,4.2,0.8,0.8,0,NA,"05:09:00","21:13:00",16.07,5.15,21.22,5,6,16,16,10,11,NA,NA,NA,NA,NA,8,6.6,5.5,3,NA,NA,NA,NA
"227","2021-06-04",18.1,14.2,14.5,10.9,NA,NA,90,71.4,73.5,57,11.7,9,9.8,7.8,27,17.5,16,5,38,10,101.77,101.57,101.55,101.34,101.74,101.55,101.53,101.32,48300,36141.7,29800,11300,2.5,2.1,2,1.5,3.5,0,9.5,7.5,4.5,1.4,1.4,0,NA,"05:10:00","21:12:00",16.03,5.17,21.2,7,7,19,19,11,11,NA,NA,NA,NA,NA,8,6.5,4,0,NA,NA,NA,NA
"228","2021-06-03",21.9,17.65,18.14,14.4,25,NA,88,75.2,75,62,16,13.2,12.4,8.8,23,15,13.5,4,32,12,101.47,101.33,101.33,101.19,101.46,101.3,101.31,101.17,48300,39229.2,36200,24100,2.6,1.6,1.8,1,0,0.1,13.1,11.1,8.1,0,0,0,NA,"05:10:00","21:11:00",16.02,5.17,21.18,8,8,20,22,11,11,NA,NA,NA,NA,NA,8,5.6,4.5,1,NA,NA,NA,NA
