"","date","max_temperature","avg_hourly_temperature","avg_temperature","min_temperature","max_humidex","min_windchill","max_relative_humidity","avg_hourly_relative_humidity","avg_relative_humidity","min_relative_humidity","max_dew_point","avg_hourly_dew_point","avg_dew_point","min_dew_point","max_wind_speed","avg_hourly_wind_speed","avg_wind_speed","min_wind_speed","max_wind_gust","wind_gust_dir_10s","max_pressure_sea","avg_hourly_pressure_sea","avg_pressure_sea","min_pressure_sea","max_pressure_station","avg_hourly_pressure_station","avg_pressure_station","min_pressure_station","max_visibility","avg_hourly_visibility","avg_visibility","min_visibility","max_health_index","avg_hourly_health_index","avg_health_index","min_health_index","heatdegdays","cooldegdays","growdegdays_5","growdegdays_7","growdegdays_10","precipitation","rain","snow","snow_on_ground","sunrise","sunset","daylight","sunrise_f","sunset_f","min_uv_forecast","max_uv_forecast","min_high_temperature_forecast","max_high_temperature_forecast","min_low_temperature_forecast","max_low_temperature_forecast","solar_radiation","max_cloud_cover_4","avg_hourly_cloud_cover_4","avg_cloud_cover_4","min_cloud_cover_4","max_cloud_cover_8","avg_hourly_cloud_cover_8","avg_cloud_cover_8","min_cloud_cover_8","max_cloud_cover_10","avg_hourly_cloud_cover_10","avg_cloud_cover_10","min_cloud_cover_10"
"536","2020-07-30",25.8,20.86,19.55,13.3,32,NA,89,75.8,74.5,60,19,16.4,15.8,12.5,23,11.83,13,3,NA,NA,101.59,101.37,101.31,101.04,101.58,101.36,101.31,101.03,32200,32200,32200,32200,4.2,2.6,2.8,1.3,0,1.6,14.6,12.6,9.6,0,0,0,NA,"05:42:00","20:55:00",15.22,5.7,20.92,8,8,26,26,18,18,NA,NA,NA,NA,NA,3,0.6,1.5,0,NA,NA,NA,NA
"537","2020-07-29",24.7,18.98,18.2,11.7,27,NA,95,69,71,47,17,12.9,12.9,8.9,14,8.54,7.5,1,NA,NA,101.43,101.33,101.31,101.18,101.42,101.32,101.29,101.17,32200,30512.5,28150,24100,3.8,2.4,2.4,1,0,0.2,13.2,11.2,8.2,0,0,0,NA,"05:41:00","20:57:00",15.27,5.68,20.95,8,8,25,26,18,18,NA,NA,NA,NA,NA,2,0.8,1,0,NA,NA,NA,NA
"538","2020-07-28",23.2,18.46,19.2,15.2,27,NA,96,82.8,77.5,59,18.4,15.4,15.7,13,23,13.17,12.5,2,32,19,101.31,101.17,101.12,100.94,101.3,101.16,101.12,100.93,48300,28820.8,36200,24100,3.1,2,2,1,0,1.2,14.2,12.2,9.2,0,0,0,NA,"05:40:00","20:58:00",15.3,5.67,20.97,5,8,25,25,14,16,NA,NA,NA,NA,NA,8,4.6,4,0,NA,NA,NA,NA
"539","2020-07-27",26.4,21.07,20.29,14.2,31,NA,97,77.8,77,57,18.9,16.9,15.9,13,19,8.67,10,1,NA,NA,101.37,101.15,101.11,100.85,101.36,101.15,101.1,100.83,48300,32195.8,36200,24100,4.4,2.5,2.8,1.1,0,2.3,15.3,13.3,10.3,0,0,0,NA,"05:38:00","21:00:00",15.37,5.63,21,8,8,25,25,16,16,NA,NA,NA,NA,NA,3,1,1.5,0,NA,NA,NA,NA
"540","2020-07-26",24.2,19.48,17.89,11.6,29,NA,94,76.2,76.5,59,17.6,15.1,14.7,11.7,23,13.42,12.5,2,32,29,102.08,101.8,101.71,101.34,102.07,101.79,101.7,101.33,48300,32870.8,40250,32200,3.2,1.8,2.1,1,0.1,0,12.9,10.9,7.9,0,0,0,NA,"05:37:00","21:01:00",15.4,5.62,21.02,8,8,25,25,17,17,NA,NA,NA,NA,NA,1,0.3,0.5,0,NA,NA,NA,NA
"541","2020-07-25",21.5,16.99,16.3,11.1,25,NA,87,75.1,75,63,15.4,12.5,12.5,9.6,15,8.83,8,1,28,31,102.19,102.05,102.06,101.93,102.18,102.04,102.05,101.91,32200,32200,32200,32200,2.3,1.5,1.6,1,1.7,0,11.3,9.3,6.3,0,0,0,NA,"05:36:00","21:02:00",15.43,5.6,21.03,8,9,22,22,14,14,NA,NA,NA,NA,NA,4,1.2,2,0,NA,NA,NA,NA
"542","2020-07-24",20.3,16.81,17.35,14.4,NA,NA,81,71.9,70.5,60,13.4,11.7,11.6,9.8,23,15.33,14.5,6,33,10,101.92,101.66,101.67,101.42,101.91,101.65,101.67,101.42,32200,32200,32200,32200,1.7,1.3,1.4,1,0.6,0,12.3,10.3,7.3,0,0,0,NA,"05:35:00","21:03:00",15.47,5.58,21.05,6,7,21,21,13,13,NA,NA,NA,NA,NA,8,5,4,0,NA,NA,NA,NA
"543","2020-07-23",21.6,17.55,18.2,14.8,25,NA,88,74,73.5,59,14.5,12.8,12.6,10.7,28,19.12,18.5,9,37,12,101.52,101.35,101.31,101.1,101.52,101.34,101.31,101.1,32200,32200,32200,32200,1.4,1.1,1.2,1,0,0.2,13.2,11.2,8.2,0,0,0,NA,"05:33:00","21:05:00",15.53,5.55,21.08,6,7,21,22,14,14,NA,NA,NA,NA,NA,8,7.1,6,4,NA,NA,NA,NA
"544","2020-07-22",24.3,18.68,19.95,15.6,29,NA,90,77.2,74,58,16.5,14.5,15.1,13.6,22,15.96,14,6,NA,NA,101.07,100.99,100.96,100.85,101.07,100.98,100.95,100.84,32200,30512.5,28150,24100,1.8,1.2,1.4,1,0,2,14.9,12.9,9.9,0,0,0,NA,"05:32:00","21:06:00",15.57,5.53,21.1,7,8,24,24,14,14,NA,NA,NA,NA,NA,8,5.7,5.5,3,NA,NA,NA,NA
"545","2020-07-21",27.5,21.03,21.6,15.7,32,NA,95,75,71.5,48,19.5,16.2,17,14.5,17,11.29,11,5,35,18,101.23,101.06,101.01,100.79,101.22,101.05,101,100.78,32200,29837.5,28150,24100,2.2,1.5,1.6,1,0,3.6,16.6,14.6,11.6,0,0,0,NA,"05:31:00","21:07:00",15.6,5.52,21.12,9,9,22,24,16,16,NA,NA,NA,NA,NA,7,3.6,4,1,NA,NA,NA,NA
"546","2020-07-20",23.8,20.19,20.5,17.2,29,NA,90,79.5,79,68,17.4,16.5,16.5,15.6,31,20.71,19.5,8,37,29,101.78,101.54,101.48,101.18,101.78,101.53,101.48,101.18,32200,31862.5,28150,24100,3,1.5,2,1,0,2.5,15.5,13.5,10.5,0,0,0,NA,"05:30:00","21:08:00",15.63,5.5,21.13,8,9,25,25,16,16,NA,NA,NA,NA,NA,3,1.4,1.5,0,NA,NA,NA,NA
"547","2020-07-19",22.7,19.69,18.6,14.5,28,NA,88,79.1,79,70,17.5,16,15.3,13.1,30,16.54,16,2,39,30,102,101.83,101.8,101.6,101.99,101.81,101.78,101.58,32200,32200,32200,32200,3,1.4,2,1,0,0.6,13.6,11.6,8.6,0,0,0,NA,"05:28:00","21:09:00",15.68,5.47,21.15,9,9,23,23,16,16,NA,NA,NA,NA,NA,8,3.6,4,0,NA,NA,NA,NA
"548","2020-07-18",22.7,18.62,17.05,11.4,27,NA,91,75.2,77,63,16.6,14.1,13.7,10.8,22,10.42,11,0,NA,NA,102.34,102.15,102.1,101.86,102.33,102.13,102.09,101.85,32200,32200,32200,32200,2.3,1.5,1.6,1,0.9,0,12.1,10.1,7,0,0,0,NA,"05:27:00","21:10:00",15.72,5.45,21.17,9,9,21,22,15,15,NA,NA,NA,NA,NA,4,2.3,2,0,NA,NA,NA,NA
"549","2020-07-17",21,18.23,18.35,15.7,NA,NA,88,73.8,75,62,14.8,13.4,12.8,10.7,23,13.83,14.5,6,32,28,102.12,101.77,101.77,101.41,102.12,101.76,101.76,101.4,32200,32200,32200,32200,2,1.3,1.5,1,0,0.4,13.3,11.3,8.3,0,0,0,NA,"05:26:00","21:11:00",15.75,5.43,21.18,6,6,21,21,13,13,NA,NA,NA,NA,NA,8,4.8,4.5,1,NA,NA,NA,NA
"550","2020-07-16",24.4,18.82,19.7,15,29,NA,93,78.8,75,57,15.9,14.9,14.9,14,27,16.83,18,9,33,11,101.6,101.48,101.45,101.31,101.59,101.47,101.44,101.3,32200,31458.3,27350,22500,3,1.3,2,1,0,1.7,14.7,12.7,9.7,0,0,0,NA,"05:25:00","21:12:00",15.78,5.42,21.2,7,9,23,23,16,16,NA,NA,NA,NA,NA,8,6.6,4,0,NA,NA,NA,NA
"551","2020-07-15",24.3,19.05,19.05,13.8,28,NA,88,71.9,70.5,53,16.1,13.7,13.3,10.6,18,12.79,12,6,35,18,102.05,101.87,101.84,101.63,102.05,101.87,101.84,101.62,32200,30512.5,28150,24100,2.9,1.9,2,1,0,1.1,14.1,12.1,9.1,0,0,0,NA,"05:24:00","21:13:00",15.82,5.4,21.22,9,9,22,22,15,15,NA,NA,NA,NA,NA,6,3,3,0,NA,NA,NA,NA
"552","2020-07-14",21.3,17.39,16.14,11,25,NA,88,74,75.5,63,14.7,12.7,12.1,9.5,16,9.12,8.5,1,NA,NA,102.18,102.03,102.05,101.91,102.18,102.02,102.04,101.9,32200,29500,28150,24100,2.4,1.6,1.7,1,1.9,0,11.1,9.1,6.1,0,0,0,NA,"05:23:00","21:14:00",15.85,5.38,21.23,8,9,20,21,13,13,NA,NA,NA,NA,NA,8,3.6,4,0,NA,NA,NA,NA
"553","2020-07-13",19.2,16.14,15.25,11.3,NA,NA,89,76.3,75.5,62,14.1,11.9,11.8,9.6,16,10.42,10,4,NA,NA,102.09,101.98,101.97,101.85,102.08,101.97,101.96,101.84,32200,31862.5,28150,24100,2.2,1.5,1.6,1,2.8,0,10.2,8.2,5.2,0,0,0,NA,"05:22:00","21:15:00",15.88,5.37,21.25,8,8,20,20,11,12,NA,NA,NA,NA,NA,4,1.9,2,0,NA,NA,NA,NA
"554","2020-07-12",20.1,16.14,15.7,11.3,NA,NA,96,76,74,52,13.8,11.7,11.6,9.3,17,11.21,10.5,4,35,20,102,101.92,101.92,101.84,101.99,101.91,101.91,101.83,32200,32200,32200,32200,2,1.6,1.5,1,2.3,0,10.7,8.7,5.7,0,0,0,NA,"05:21:00","21:16:00",15.92,5.35,21.27,6,7,20,20,11,11,NA,NA,NA,NA,NA,7,4.1,3.5,0,NA,NA,NA,NA
"555","2020-07-11",17.5,15.25,15.4,13.3,NA,NA,93,82.9,80.5,68,13.9,12.3,12.5,11.1,18,13.12,13,8,NA,NA,101.93,101.85,101.86,101.78,101.92,101.84,101.84,101.77,32200,29779.2,24150,16100,1.8,1.4,1.4,1,2.6,0,10.4,8.4,5.4,3.2,3.2,0,NA,"05:20:00","21:16:00",15.93,5.33,21.27,3,7,19,19,12,13,NA,NA,NA,NA,NA,8,7,5,2,NA,NA,NA,NA
"556","2020-07-10",21.4,16.51,16.39,11.4,NA,NA,91,71.5,72.5,54,12.5,11.2,11.2,10,25,14.79,15.5,6,35,12,102.26,102.03,101.99,101.71,102.24,102.02,101.97,101.71,32200,32200,32200,32200,2.3,1.5,1.6,1,1.6,0,11.4,9.4,6.4,0,0,0,NA,"05:19:00","21:17:00",15.97,5.32,21.28,7,8,22,22,14,14,NA,NA,NA,NA,NA,8,3.6,4,0,NA,NA,NA,NA
"557","2020-07-09",20.4,16.32,17.04,13.7,NA,NA,96,82.3,79.5,63,14.8,13.2,12.8,10.8,21,13.58,11.5,2,33,15,101.69,101.56,101.59,101.49,101.69,101.55,101.59,101.48,32200,25466.7,17500,2800,2,1.4,1.5,1,1,0,12,10,7,4.6,4.6,0,NA,"05:18:00","21:18:00",16,5.3,21.3,6,6,19,20,13,13,NA,NA,NA,NA,NA,8,6.2,5,2,NA,NA,NA,NA
"558","2020-07-08",20.9,16.69,17.14,13.4,NA,NA,92,72,72.5,53,13.6,11.5,12.1,10.5,19,12.71,11,3,33,13,101.9,101.79,101.76,101.63,101.9,101.78,101.76,101.62,32200,29500,28150,24100,1.9,1.4,1.4,1,0.9,0,12.1,10.1,7.1,0.8,0.8,0,NA,"05:17:00","21:18:00",16.02,5.28,21.3,8,8,20,20,14,14,NA,NA,NA,NA,NA,8,7.1,6.5,5,NA,NA,NA,NA
"559","2020-07-07",18.7,16.12,16.1,13.5,NA,NA,81,70.7,70,59,12,10.8,10.8,9.6,23,15.25,15,7,33,20,101.85,101.69,101.65,101.45,101.84,101.68,101.64,101.45,32200,28487.5,28150,24100,10,1.7,5.5,1,1.9,0,11.1,9.1,6.1,0,0,0,NA,"05:16:00","21:19:00",16.05,5.27,21.32,5,6,20,21,13,13,NA,NA,NA,NA,NA,8,7.4,7,6,NA,NA,NA,NA
"560","2020-07-06",20.9,16.89,16.54,12.2,NA,NA,87,69,71,55,12.2,11,11,9.8,20,13.42,14,8,32,13,101.75,101.62,101.6,101.44,101.75,101.61,101.59,101.43,32200,31187.5,28150,24100,2.3,1.7,1.6,1,1.5,0,11.5,9.5,6.5,0,0,0,NA,"05:15:00","21:19:00",16.07,5.25,21.32,8,8,19,19,13,13,NA,NA,NA,NA,NA,8,6,4,0,NA,NA,NA,NA
"561","2020-07-05",20.2,15.98,15.2,10.2,NA,NA,92,73.9,75.5,59,13.5,11.2,11.4,9.4,14,7.79,7.5,1,NA,NA,102.21,102.04,101.99,101.76,102.2,102.03,101.97,101.75,32200,31862.5,28150,24100,3,1.9,2,1,2.8,0,10.2,8.2,5.2,0,0,0,NA,"05:14:00","21:20:00",16.1,5.23,21.33,10,10,20,20,12,12,NA,NA,NA,NA,NA,4,1.5,2,0,NA,NA,NA,NA
"562","2020-07-04",18.9,15.05,15.6,12.3,NA,NA,95,79.5,74.5,54,13.5,11.4,11.4,9.3,15,8,9,3,NA,NA,102.32,102.22,102.2,102.09,102.3,102.21,102.19,102.08,32200,30850,28150,24100,2.1,1.5,1.6,1,2.4,0,10.6,8.6,5.6,0,0,0,NA,"05:14:00","21:20:00",16.1,5.23,21.33,8,9,18,18,11,11,NA,NA,NA,NA,NA,8,6.4,5,2,NA,NA,NA,NA
"563","2020-07-03",14.6,13.16,13.45,12.3,NA,NA,96,91.2,89,82,12.3,11.8,11.6,10.9,15,9.88,10,5,NA,NA,102.12,101.84,101.81,101.49,102.11,101.83,101.8,101.48,32200,22254.2,18500,4800,2,1.5,1.5,1,4.5,0,8.4,6.5,3.5,16.2,16.2,0,NA,"05:13:00","21:21:00",16.13,5.22,21.35,2,3,14,14,11,11,NA,NA,NA,NA,NA,8,8,8,8,NA,NA,NA,NA
"564","2020-07-02",18.3,14.47,15.55,12.8,NA,NA,93,80.4,75.5,58,12.4,11,10.3,8.3,28,16.04,19,10,42,13,101.6,101.37,101.31,101.03,101.59,101.37,101.31,101.03,32200,31862.5,28150,24100,2.1,1.5,1.6,1,2.5,0,10.6,8.6,5.5,1,1,0,NA,"05:12:00","21:21:00",16.15,5.2,21.35,6,6,17,17,11,12,NA,NA,NA,NA,NA,8,8,8,8,NA,NA,NA,NA
"565","2020-07-01",14.8,13.95,13.9,13,NA,NA,91,86.8,85.5,80,12.7,11.8,11.7,10.7,22,14.83,14.5,7,33,28,101.28,101.17,101.15,101.02,101.27,101.17,101.14,101.01,32200,27012.5,22550,12900,2,1.2,1.5,1,4.1,0,8.9,6.9,3.9,1.4,1.4,0,NA,"05:12:00","21:21:00",16.15,5.2,21.35,2,6,17,20,11,12,NA,NA,NA,NA,NA,8,7.7,6.5,5,NA,NA,NA,NA
"566","2020-06-30",19.8,15.69,16.64,13.5,NA,NA,90,75.8,74,58,12.6,11.4,11.6,10.6,29,14.88,17,5,35,11,101.38,101.29,101.27,101.16,101.37,101.28,101.27,101.16,32200,28487.5,28150,24100,2,1.4,1.5,1,1.4,0,11.6,9.6,6.6,0.6,0.6,0,NA,"05:11:00","21:22:00",16.18,5.18,21.37,7,7,21,21,12,13,NA,NA,NA,NA,NA,8,6.9,6,4,NA,NA,NA,NA
"567","2020-06-29",21.9,18.06,17.35,12.8,25,NA,88,72.7,74.5,61,15,13,12.9,10.9,21,13.54,12.5,4,37,18,101.5,101.3,101.3,101.1,101.5,101.3,101.3,101.1,48300,30841.7,36200,24100,2.4,1.6,1.7,1,0.6,0,12.3,10.3,7.3,0,0,0,NA,"05:10:00","21:22:00",16.2,5.17,21.37,8,8,23,23,14,15,NA,NA,NA,NA,NA,7,3.5,4,1,NA,NA,NA,NA
"568","2020-06-28",21.3,16.35,16.1,10.9,25,NA,96,78.9,80.5,65,14.7,12.5,12.8,10.8,25,14.33,13,1,32,28,101.22,101.1,101.11,100.99,101.21,101.09,101.1,100.98,48300,32195.8,36200,24100,3,1.3,2,1,1.9,0,11.1,9.1,6.1,0.4,0.4,0,NA,"05:10:00","21:22:00",16.2,5.17,21.37,7,7,22,22,14,14,NA,NA,NA,NA,NA,8,4.7,4.5,1,NA,NA,NA,NA
"569","2020-06-27",19.1,16.05,16.2,13.3,NA,NA,95,77.9,78,61,14.4,12.1,12.1,9.8,34,18.83,19,4,46,25,101.37,101.24,101.19,101,101.36,101.23,101.17,100.98,32200,32200,32200,32200,2.1,1.4,1.6,1.1,1.8,0,11.2,9.2,6.2,0.4,0.4,0,NA,"05:09:00","21:22:00",16.22,5.15,21.37,6,6,20,20,13,13,NA,NA,NA,NA,NA,8,6.9,5.5,3,NA,NA,NA,NA
"570","2020-06-26",20.8,17.06,17.5,14.2,NA,NA,95,80.6,79.5,64,15.4,13.6,13.1,10.7,17,10.75,9.5,2,NA,NA,101.73,101.58,101.57,101.41,101.72,101.57,101.56,101.4,40200,32195.8,32150,24100,2.3,1.6,1.6,1,0.5,0,12.5,10.5,7.5,0.4,0.4,0,NA,"05:09:00","21:22:00",16.22,5.15,21.37,7,7,21,21,15,15,NA,NA,NA,NA,NA,8,6.3,4,0,NA,NA,NA,NA
"571","2020-06-25",21.1,17.7,17.5,13.9,25,NA,97,82,82.5,68,16,14.5,14.2,12.4,24,13,12.5,1,33,30,101.94,101.78,101.78,101.61,101.92,101.76,101.76,101.6,32200,32200,32200,32200,2.4,1.4,1.7,1,0.5,0,12.5,10.5,7.5,0,0,0,NA,"05:08:00","21:22:00",16.23,5.13,21.37,9,10,21,21,14,14,NA,NA,NA,NA,NA,8,5.7,4.5,1,NA,NA,NA,NA
"572","2020-06-24",20.9,17.93,18.14,15.4,26,NA,98,88.6,87,76,17.3,16,15.7,14.1,22,12.92,12,2,32,29,101.66,101.36,101.4,101.14,101.65,101.35,101.39,101.14,32200,25616.7,18500,4800,4,1.5,2.5,1,0,0.1,13.1,11.1,8.1,4.2,4.2,0,NA,"05:08:00","21:22:00",16.23,5.13,21.37,5,6,21,21,14,14,NA,NA,NA,NA,NA,8,6.2,4.5,1,NA,NA,NA,NA
"573","2020-06-23",21.1,17.7,17.95,14.8,27,NA,95,86.9,85.5,76,18.3,15.5,15.9,13.5,14,8,8,2,NA,NA,101.91,101.62,101.53,101.15,101.9,101.61,101.52,101.14,32200,29837.5,28150,24100,3,1.6,2,1,0.1,0,12.9,10.9,8,0.8,0.8,0,NA,"05:08:00","21:22:00",16.23,5.13,21.37,5,7,21,21,16,16,NA,NA,NA,NA,NA,8,7.1,5.5,3,NA,NA,NA,NA
"574","2020-06-22",22.5,16.55,17.05,11.6,25,NA,93,74,74,55,15,11.8,12.2,9.3,19,13.96,13,7,NA,NA,102.37,102.2,102.16,101.94,102.36,102.19,102.14,101.92,32200,31187.5,28150,24100,2.8,1.7,1.9,1,0.9,0,12.1,10.1,7,0,0,0,NA,"05:07:00","21:22:00",16.25,5.12,21.37,7,9,21,21,15,15,NA,NA,NA,NA,NA,8,5.3,4,0,NA,NA,NA,NA
"575","2020-06-21",21.4,16.65,17.64,13.9,NA,NA,94,74.1,73.5,53,14.5,11.8,12,9.5,22,14.5,16,10,33,14,102.17,101.9,101.83,101.48,102.17,101.89,101.82,101.47,32200,32200,32200,32200,1.9,1.3,1.4,1,0.4,0,12.6,10.6,7.6,0,0,0,NA,"05:07:00","21:22:00",16.25,5.12,21.37,7,9,20,20,12,12,NA,NA,NA,NA,NA,8,5.7,4.5,1,NA,NA,NA,NA
"576","2020-06-20",20.6,17.04,18.05,15.5,NA,NA,96,91.5,86.5,77,16.9,15.7,15.8,14.7,17,11.12,11,5,NA,NA,101.44,101.3,101.28,101.12,101.44,101.29,101.28,101.11,32200,25754.2,19300,6400,2,1.4,1.5,1,0,0.1,13.1,11.1,8.1,5.2,5.2,0,NA,"05:07:00","21:22:00",16.25,5.12,21.37,5,7,19,21,14,14,NA,NA,NA,NA,NA,8,7.8,7,6,NA,NA,NA,NA
"577","2020-06-19",24.1,18.24,18.89,13.7,26,NA,92,73.5,71.5,51,15.8,13.3,13.6,11.4,21,10.17,12,3,33,19,101.7,101.4,101.43,101.17,101.7,101.4,101.43,101.16,32200,30987.5,25750,19300,3,2,2,1,0,0.9,13.9,11.9,8.9,0.8,0.8,0,NA,"05:07:00","21:21:00",16.23,5.12,21.35,7,8,20,22,14,14,NA,NA,NA,NA,NA,8,7,5,2,NA,NA,NA,NA
"578","2020-06-18",19.7,16.07,15.25,10.8,NA,NA,89,74,75.5,62,13.5,11.4,11.1,8.7,16,9.54,8.5,1,NA,NA,102.46,102.17,102.08,101.71,102.46,102.16,102.08,101.7,32200,32200,32200,32200,3,1.8,2,1,2.8,0,10.2,8.2,5.2,0,0,0,NA,"05:07:00","21:21:00",16.23,5.12,21.35,8,8,18,18,12,12,NA,NA,NA,NA,NA,8,5,4.5,1,NA,NA,NA,NA
"579","2020-06-17",20.9,16,15.55,10.2,NA,NA,88,71.6,71,54,13.4,10.7,11.1,8.8,19,12.62,12.5,6,37,19,102.49,102.38,102.33,102.18,102.49,102.37,102.33,102.17,32200,30850,28150,24100,2.2,1.6,1.6,1,2.5,0,10.6,8.6,5.5,0,0,0,NA,"05:07:00","21:21:00",16.23,5.12,21.35,8,8,19,19,11,11,NA,NA,NA,NA,NA,8,3.2,4,0,NA,NA,NA,NA
"580","2020-06-16",18.6,14.12,14.2,9.8,NA,NA,93,78.4,77,61,11.9,10.3,10.3,8.7,24,12.96,15.5,7,32,28,102.15,101.8,101.79,101.43,102.15,101.8,101.78,101.42,32200,29500,28150,24100,2.1,1.6,1.6,1,3.8,0,9.2,7.2,4.2,0,0,0,NA,"05:06:00","21:20:00",16.23,5.1,21.33,7,9,17,17,9,10,NA,NA,NA,NA,NA,8,4.8,5,2,NA,NA,NA,NA
"581","2020-06-15",14,12.7,12.65,11.3,NA,NA,94,86.3,85,76,12.7,10.5,10.8,8.9,19,14.75,14.5,10,NA,NA,101.39,101.2,101.24,101.09,101.38,101.19,101.23,101.08,32200,25070.8,18500,4800,1.6,1.2,1.3,1,5.3,0,7.7,5.7,2.6,5.4,5.4,0,NA,"05:06:00","21:20:00",16.23,5.1,21.33,2,5,15,15,10,10,NA,NA,NA,NA,NA,8,7.5,7,6,NA,NA,NA,NA
"582","2020-06-14",18.1,14.08,14.55,11,NA,NA,89,73.6,74,59,10.5,9.3,9.2,7.9,25,13.12,14.5,4,35,15,101.56,101.43,101.41,101.26,101.55,101.42,101.4,101.25,32200,30850,28150,24100,1.6,1.3,1.3,1,3.5,0,9.6,7.5,4.5,0.8,0.8,0,NA,"05:07:00","21:19:00",16.2,5.12,21.32,6,6,17,17,10,10,NA,NA,NA,NA,NA,8,7.5,6.5,5,NA,NA,NA,NA
"583","2020-06-13",15.9,13.34,13.35,10.8,NA,NA,94,81.3,82,70,11,10.1,10.1,9.2,16,10.5,11,6,NA,NA,101.46,101.26,101.33,101.2,101.45,101.25,101.32,101.19,32200,29979.2,24150,16100,2,1.3,1.5,1,4.7,0,8.3,6.3,3.4,1,1,0,NA,"05:07:00","21:19:00",16.2,5.12,21.32,5,6,15,15,12,12,NA,NA,NA,NA,NA,8,7.9,7.5,7,NA,NA,NA,NA
"584","2020-06-12",17,13.94,14.65,12.3,NA,NA,96,85.9,82.5,69,12.8,11.6,11.4,10,23,12.5,12,1,35,18,101.61,101.5,101.49,101.36,101.61,101.49,101.48,101.35,32200,24954.2,19300,6400,2,1.5,1.5,1,3.4,0,9.7,7.7,4.7,13.6,13.6,0,NA,"05:07:00","21:18:00",16.18,5.12,21.3,6,6,16,17,11,11,NA,NA,NA,NA,NA,8,7.8,7.5,7,NA,NA,NA,NA
"585","2020-06-11",20.2,16.25,17,13.8,NA,NA,93,77.9,76,59,13.7,12.2,12.4,11.2,24,10.67,13.5,3,32,11,101.84,101.72,101.68,101.53,101.82,101.71,101.67,101.51,32200,31525,28150,24100,2.5,1.5,1.8,1,1,0,12,10,7,0,0,0,NA,"05:07:00","21:18:00",16.18,5.12,21.3,3,7,17,17,12,12,NA,NA,NA,NA,NA,8,7.3,6.5,5,NA,NA,NA,NA
"586","2020-06-10",20.2,15.62,16.39,12.6,NA,NA,96,86.8,82.5,69,15.1,13.3,13.5,11.9,17,10.04,10.5,4,NA,NA,102.05,101.84,101.85,101.65,102.04,101.83,101.83,101.63,32200,25645.8,18100,4000,2,1.3,1.5,1,1.6,0,11.4,9.4,6.4,1.8,1.8,0,NA,"05:07:00","21:17:00",16.17,5.12,21.28,3,3,18,18,14,14,NA,NA,NA,NA,NA,8,7.7,7.5,7,NA,NA,NA,NA
"587","2020-06-09",14.3,12.44,12.45,10.6,NA,NA,96,90.6,85,74,13.3,10.9,10.6,7.9,25,16.12,16,7,35,7,102.03,101.79,101.83,101.62,102.03,101.78,101.82,101.61,24100,15808.3,14450,4800,2,1.3,1.5,1,5.5,0,7.5,5.5,2.5,7.8,7.8,0,NA,"05:08:00","21:16:00",16.13,5.13,21.27,1,2,14,14,14,14,NA,NA,NA,NA,NA,8,8,8,8,NA,NA,NA,NA
"588","2020-06-08",18.3,14.73,15.6,12.9,NA,NA,81,63.5,63.5,46,10.5,7.7,7.9,5.3,23,13.42,14.5,6,42,27,102.09,101.96,101.88,101.66,102.08,101.95,101.87,101.65,32200,31187.5,28150,24100,1.9,1.6,1.4,1,2.4,0,10.6,8.6,5.6,0,0,0,NA,"05:08:00","21:16:00",16.13,5.13,21.27,7,7,17,17,10,10,NA,NA,NA,NA,NA,8,6.8,6,4,NA,NA,NA,NA
"589","2020-06-07",18,14.29,13.4,8.8,NA,NA,90,73.4,74,58,10.5,9.4,9.3,8.2,31,18.17,17.5,4,41,27,101.61,101.3,101.3,100.98,101.6,101.29,101.28,100.97,32200,32200,32200,32200,3,1.6,2,1,4.6,0,8.4,6.4,3.4,0,0,0,NA,"05:08:00","21:15:00",16.12,5.13,21.25,7,7,19,19,11,11,NA,NA,NA,NA,NA,7,5.3,5.5,4,NA,NA,NA,NA
"590","2020-06-06",17.2,13.23,13.95,10.7,NA,NA,92,78.8,75.5,59,10.8,9.5,9.3,7.9,25,14.21,15,5,35,18,100.94,100.78,100.75,100.56,100.93,100.77,100.74,100.55,32200,29508.3,22550,12900,3,1.9,2.2,1.4,4,0,8.9,7,4,5.4,5.4,0,NA,"05:09:00","21:14:00",16.08,5.15,21.23,5,6,16,17,9,11,NA,NA,NA,NA,NA,8,6.4,5.5,3,NA,NA,NA,NA
"591","2020-06-05",17.9,13.64,13.7,9.5,NA,NA,89,80.9,80,71,12.9,10.4,10.2,7.5,25,10.58,13,1,32,28,101.26,100.76,100.9,100.54,101.26,100.75,100.89,100.53,32200,31862.5,28150,24100,2.2,1.6,1.6,1,4.3,0,8.7,6.7,3.7,0,0,0,NA,"05:09:00","21:13:00",16.07,5.15,21.22,5,6,19,19,9,10,NA,NA,NA,NA,NA,8,7.3,6.5,5,NA,NA,NA,NA
"592","2020-06-04",19.4,14.05,15.1,10.8,NA,NA,89,74,70,51,11.8,9.3,9.8,7.8,20,13.5,12,4,NA,NA,101.9,101.72,101.62,101.34,101.89,101.71,101.61,101.33,32200,30987.5,25750,19300,11,1.9,6,1,2.9,0,10.1,8.1,5.1,0.2,0.2,0,NA,"05:10:00","21:12:00",16.03,5.17,21.2,6,7,18,18,12,12,NA,NA,NA,NA,NA,8,6.1,5.5,3,NA,NA,NA,NA
